id,type
68d09343-e179-4caa-bce3-98b752ba2e85,org.socialmusicdiscovery.server.business.model.core.Label
ad96235a-1c79-4802-b0eb-db5882bfaee5,org.socialmusicdiscovery.server.business.model.core.Release
40f3e03b-5012-46ce-a366-1e86cdb0acbe,org.socialmusicdiscovery.server.business.model.core.Track
a6571331-777e-4b9a-b686-cdae54c37d74,org.socialmusicdiscovery.server.business.model.core.Track
0a609dbe-b0bf-4b16-b633-9dc8fb1ff94f,org.socialmusicdiscovery.server.business.model.core.Track
27c85168-6655-483d-b007-eb6101ddb292,org.socialmusicdiscovery.server.business.model.core.Track
c2bc63e2-2715-4a7b-88d7-373279eef68e,org.socialmusicdiscovery.server.business.model.core.Recording
0e193ea5-190a-4a52-b3c6-28ba81e463fb,org.socialmusicdiscovery.server.business.model.core.Recording
6508da73-0817-49a8-99ec-5be35608f388,org.socialmusicdiscovery.server.business.model.core.Recording
8f426aa1-f616-47e1-bd1f-96deada00999,org.socialmusicdiscovery.server.business.model.core.Recording
6eca631f-e341-41b7-92fe-ec553ccf5634,org.socialmusicdiscovery.server.business.model.core.Work
d61d5652-5c11-4f02-bd0a-5f73cb9a6f4a,org.socialmusicdiscovery.server.business.model.core.Work
daae31c3-bc93-4e61-aa14-6a4de35f9f17,org.socialmusicdiscovery.server.business.model.core.Work
d3dbbe93-4905-44ae-a049-f26a4627422c,org.socialmusicdiscovery.server.business.model.core.Work
04879272-ac1e-4704-b069-6beaa364f8a2,org.socialmusicdiscovery.server.business.model.core.Artist
5efa8fda-dd53-4c3c-9789-f8d9676fd2d4,org.socialmusicdiscovery.server.business.model.core.Artist
d2af4f28-85e4-4682-b17e-d62349e89688,org.socialmusicdiscovery.server.business.model.core.Artist
7694fb8b-7ffa-4b3f-8611-e1ab4d6b7149,org.socialmusicdiscovery.server.business.model.core.Artist
94d39a58-79bb-4c9e-9e6d-4748a02e124c,org.socialmusicdiscovery.server.business.model.core.Artist
6997e310-eae8-4d4b-b07e-79197a072648,org.socialmusicdiscovery.server.business.model.core.Artist
23318412-a589-4504-be65-cb5d1f6e5c08,org.socialmusicdiscovery.server.business.model.core.Artist
98e4ef2e-57d1-4702-ab6b-1fc1ed2d9039,org.socialmusicdiscovery.server.business.model.core.Artist
4771630a-6293-4976-8961-d2dc40c04d86,org.socialmusicdiscovery.server.business.model.core.Artist
fd98648a-aa55-4d8a-8513-0315a5fe338c,org.socialmusicdiscovery.server.business.model.core.Artist
d5a7ed7e-4cd8-4f3b-a088-a490902f377a,org.socialmusicdiscovery.server.business.model.core.Artist
ab23dbe3-a685-491e-b849-f6d97f9687fc,org.socialmusicdiscovery.server.business.model.core.Artist
bc395728-de32-44fd-8af0-dd6dc932549e,org.socialmusicdiscovery.server.business.model.core.Artist
715c8b0e-1798-4b2c-be84-7e54f7d060c0,org.socialmusicdiscovery.server.business.model.core.Artist
8cdcea3f-af42-4652-acd3-b6a5c266abdd,org.socialmusicdiscovery.server.business.model.core.Artist
61ee8eb9-0650-444c-9d77-056d45741701,org.socialmusicdiscovery.server.business.model.core.Artist
a1fe81bc-1b95-421b-b956-f9fb379cfa8c,org.socialmusicdiscovery.server.business.model.core.Person
d0b593bc-d6cf-40d9-aa6a-27eb2d42952d,org.socialmusicdiscovery.server.business.model.core.Person
e8ba872e-e5d3-439a-92b0-a01f64c40c85,org.socialmusicdiscovery.server.business.model.core.Person
fc8cf598-d53e-47e0-ab0f-314a70993495,org.socialmusicdiscovery.server.business.model.core.Person
73e3de3e-a145-416f-8099-b598c8b3a3ae,org.socialmusicdiscovery.server.business.model.core.Person
20059d83-f258-4435-8fc2-6c86877f7ed8,org.socialmusicdiscovery.server.business.model.core.Person
97625d65-8c86-4bcc-bce0-a03b9c26f7e4,org.socialmusicdiscovery.server.business.model.core.Person
574f3a07-c786-467a-8bbc-8ddf516fe666,org.socialmusicdiscovery.server.business.model.core.Person
c2301383-458b-4f9c-9382-a731663b7f23,org.socialmusicdiscovery.server.business.model.core.Person
bab45376-d3a7-43b4-9774-10e8b333aefe,org.socialmusicdiscovery.server.business.model.core.Person
7059017e-ba09-4e5a-8730-198028e29e05,org.socialmusicdiscovery.server.business.model.core.Person
d5463bce-e676-4eec-899a-edfe25a98626,org.socialmusicdiscovery.server.business.model.core.Person
85f37574-e6a8-4a21-adde-2ef283fc5ebc,org.socialmusicdiscovery.server.business.model.core.Person
75e4978d-d5ac-4095-a553-241343886bf8,org.socialmusicdiscovery.server.business.model.core.Person
06cad4da-60e4-4fc6-8d9c-fd89bdaeb212,org.socialmusicdiscovery.server.business.model.core.Person
7dcaf41b-76de-4be6-84d3-83f53a00d898,org.socialmusicdiscovery.server.business.model.core.Contributor
9a59236b-360c-43c7-a8c8-d75963eee933,org.socialmusicdiscovery.server.business.model.core.Contributor
91b5760c-e7de-4df1-9fea-63afb3bbe72d,org.socialmusicdiscovery.server.business.model.core.Contributor
0abf9d78-50c7-4a23-83b4-25f9096da226,org.socialmusicdiscovery.server.business.model.core.Contributor
346ecf46-d158-4d63-8c0a-bdbd1c6a8594,org.socialmusicdiscovery.server.business.model.core.Contributor
9501102b-facf-48b9-be53-33237fa20b7a,org.socialmusicdiscovery.server.business.model.core.Contributor
5aebc2ab-6a40-43ce-9f3b-44bf000ad8a4,org.socialmusicdiscovery.server.business.model.core.Contributor
b6796eb1-bcea-4fac-9acc-adf6082f13ab,org.socialmusicdiscovery.server.business.model.core.Contributor
64dd7ccf-bd6f-4ada-a7db-b167bb67b03c,org.socialmusicdiscovery.server.business.model.core.Contributor
6014ec6c-051a-49cd-9833-87a00531ddc6,org.socialmusicdiscovery.server.business.model.core.Contributor
7b7769c4-439b-48ce-bb71-bf3b1982845f,org.socialmusicdiscovery.server.business.model.core.Contributor
8a26521a-5831-4165-b73f-3d75c36efce6,org.socialmusicdiscovery.server.business.model.core.Contributor
6b867f94-002f-458a-ab56-878eb3dded14,org.socialmusicdiscovery.server.business.model.core.Contributor
db9f3068-199a-4607-846d-c0131ad0ef0f,org.socialmusicdiscovery.server.business.model.core.Contributor
d54fdc1c-cab5-4628-93ef-14db3a659860,org.socialmusicdiscovery.server.business.model.core.Contributor
6f510545-ad84-4bb2-96df-36c7473ed08d,org.socialmusicdiscovery.server.business.model.core.Contributor
ab767072-4ee3-460b-9d5c-a2b5c9892a47,org.socialmusicdiscovery.server.business.model.core.Contributor
1552e6f4-7161-4c05-ac93-64ac39e2510d,org.socialmusicdiscovery.server.business.model.core.Contributor